post_id,published_date,platform,topic,content_type,text,sentiment_score,sentiment_label,reach,likes,comments,shares,saves,engagement_rate
234,2026-09-18,Instagram,marketing,carousel,brand awareness post for marketing #marketing,0,Neutral,1510,82,29,20,21,10.07
235,2026-06-10,LinkedIn,ecommerce,text,slow support problem for ecommerce #ecommerce,-2,Negative,594,30,6,7,6,8.25
236,2026-08-02,TikTok,mobile money,text,trusted customer service for mobile money #mobilemoney,1,Positive,1328,86,23,15,9,10.02
237,2026-04-18,Facebook,personal finance,text,weak engagement result for personal finance #personalfinance,-1,Negative,620,15,9,5,9,6.13
238,2026-03-15,LinkedIn,marketing,short,simple dashboard insights for marketing #marketing,1,Positive,1109,38,14,8,10,6.31
239,2026-08-25,X,data analytics,video,clear financial education for data analytics #dataanalytics,1,Positive,1184,92,7,9,3,9.38
240,2026-07-25,X,data analytics,image,trusted customer service for data analytics #dataanalytics,1,Positive,583,19,5,7,8,6.69
241,2026-02-22,TikTok,data analytics,carousel,smart data analytics for data analytics #dataanalytics,1,Positive,2477,229,35,16,21,12.15
242,2026-03-05,Instagram,mobile money,video,customer feedback summary for mobile money #mobilemoney,0,Neutral,1903,92,40,41,19,10.09
243,2026-04-24,LinkedIn,mobile money,image,customer feedback summary for mobile money #mobilemoney,0,Neutral,636,39,6,7,2,8.49
244,2026-09-12,Facebook,mobile money,carousel,fast mobile money growth for mobile money #mobilemoney,2,Positive,1055,105,17,7,9,13.08
245,2026-07-02,Facebook,marketing,carousel,slow support problem for marketing #marketing,-2,Negative,701,24,14,4,10,7.42
246,2026-09-12,X,marketing,short,clear financial education for marketing #marketing,1,Positive,1455,88,32,37,15,11.82
247,2026-06-20,TikTok,data analytics,short,smart data analytics for data analytics #dataanalytics,1,Positive,2180,163,21,24,8,9.91
248,2026-04-13,Facebook,mobile money,carousel,trusted customer service for mobile money #mobilemoney,1,Positive,986,36,17,22,8,8.42
249,2026-05-09,Facebook,small business,text,slow support problem for small business #smallbusiness,-2,Negative,369,21,3,1,1,7.05
250,2026-02-18,LinkedIn,marketing,video,trusted customer service for marketing #marketing,1,Positive,2074,167,33,45,32,13.36
251,2026-01-01,Instagram,fintech,text,clear financial education for fintech #fintech,1,Positive,1011,102,20,14,11,14.54
252,2026-09-14,LinkedIn,fintech,video,simple dashboard insights for fintech #fintech,1,Positive,1764,139,37,51,8,13.32
253,2026-05-04,X,marketing,image,fast mobile money growth for marketing #marketing,2,Positive,1138,48,12,22,10,8.08
254,2026-09-14,Instagram,fintech,carousel,new campaign update for fintech #fintech,0,Neutral,1711,69,13,9,26,6.84
255,2026-06-30,Facebook,ecommerce,image,product feature overview for ecommerce #ecommerce,0,Neutral,645,50,12,2,10,11.47
256,2026-07-15,LinkedIn,mobile money,video,weekly market note for mobile money #mobilemoney,0,Neutral,1567,123,8,23,21,11.17
257,2026-01-19,Instagram,ecommerce,short,weak engagement result for ecommerce #ecommerce,-1,Negative,1251,39,20,28,9,7.67
258,2026-07-17,LinkedIn,small business,video,weak engagement result for small business #smallbusiness,-1,Negative,1337,35,24,29,12,7.48
259,2026-02-12,LinkedIn,small business,text,brand awareness post for small business #smallbusiness,0,Neutral,611,38,9,3,5,9.0
260,2026-06-19,X,marketing,text,customer feedback summary for marketing #marketing,0,Neutral,402,34,6,1,3,10.95
261,2026-03-20,LinkedIn,data analytics,image,smart data analytics for data analytics #dataanalytics,1,Positive,1251,111,20,22,4,12.55
262,2026-03-20,TikTok,marketing,video,trusted customer service for marketing #marketing,1,Positive,2874,234,54,32,29,12.14
263,2026-04-26,Facebook,fintech,short,smart data analytics for fintech #fintech,1,Positive,1161,65,6,27,16,9.82
264,2026-02-01,TikTok,small business,video,trusted customer service for small business #smallbusiness,1,Positive,3202,304,49,94,23,14.68
265,2026-09-04,Instagram,personal finance,image,trusted customer service for personal finance #personalfinance,1,Positive,1651,92,20,19,16,8.9
266,2026-08-01,LinkedIn,data analytics,video,trusted customer service for data analytics #dataanalytics,1,Positive,1688,105,8,45,17,10.37
267,2026-02-18,Instagram,data analytics,video,brand awareness post for data analytics #dataanalytics,0,Neutral,2208,103,18,41,31,8.74
268,2026-03-11,Facebook,personal finance,image,product feature overview for personal finance #personalfinance,0,Neutral,821,61,18,9,9,11.81
269,2026-05-16,Facebook,data analytics,short,clear financial education for data analytics #dataanalytics,1,Positive,1202,43,11,7,21,6.82
270,2026-07-05,LinkedIn,small business,short,weak engagement result for small business #smallbusiness,-1,Negative,878,63,10,7,4,9.57
271,2026-01-13,X,data analytics,short,trusted customer service for data analytics #dataanalytics,1,Positive,1395,70,18,19,16,8.82
272,2026-07-05,Facebook,personal finance,video,clear financial education for personal finance #personalfinance,1,Positive,1453,67,33,21,9,8.95
273,2026-01-13,LinkedIn,personal finance,short,new campaign update for personal finance #personalfinance,0,Neutral,1586,116,12,6,9,9.02
274,2026-06-24,LinkedIn,mobile money,text,new campaign update for mobile money #mobilemoney,0,Neutral,740,43,10,2,10,8.78
275,2026-02-13,LinkedIn,marketing,video,slow support problem for marketing #marketing,-2,Negative,1226,41,23,5,18,7.1
276,2026-05-31,X,ecommerce,text,simple dashboard insights for ecommerce #ecommerce,1,Positive,789,64,11,8,10,11.79
277,2026-05-11,Instagram,small business,text,fast mobile money growth for small business #smallbusiness,2,Positive,1465,65,31,4,16,7.92
278,2026-04-09,TikTok,fintech,short,smart data analytics for fintech #fintech,1,Positive,2544,158,45,12,36,9.87
279,2026-05-19,Instagram,mobile money,video,trusted customer service for mobile money #mobilemoney,1,Positive,2614,252,53,33,11,13.35
280,2026-03-24,TikTok,data analytics,text,new campaign update for data analytics #dataanalytics,0,Neutral,1360,105,29,3,19,11.47
281,2026-05-10,Facebook,marketing,video,risky payment delay for marketing #marketing,-1,Negative,1095,40,16,4,4,5.84
282,2026-05-10,X,marketing,short,product feature overview for marketing #marketing,0,Neutral,1037,32,25,19,2,7.52
283,2026-01-20,Instagram,data analytics,text,customer feedback summary for data analytics #dataanalytics,0,Neutral,1141,46,26,7,6,7.45
284,2026-05-09,TikTok,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,2267,69,9,10,13,4.46
285,2026-05-21,Instagram,data analytics,video,trusted customer service for data analytics #dataanalytics,1,Positive,1897,79,28,44,6,8.28
286,2026-01-30,X,marketing,video,trusted customer service for marketing #marketing,1,Positive,1401,125,14,28,7,12.42
287,2026-04-27,TikTok,small business,video,weekly market note for small business #smallbusiness,0,Neutral,2480,80,34,21,7,5.73
288,2026-05-13,Facebook,fintech,short,brand awareness post for fintech #fintech,0,Neutral,1058,46,9,15,10,7.56
289,2026-08-30,TikTok,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,2126,91,31,30,16,7.9
290,2026-04-05,Facebook,data analytics,video,weekly market note for data analytics #dataanalytics,0,Neutral,1221,100,12,17,4,10.89
291,2026-01-17,TikTok,personal finance,short,clear financial education for personal finance #personalfinance,1,Positive,2611,173,28,63,28,11.18
292,2026-02-14,Instagram,marketing,short,product feature overview for marketing #marketing,0,Neutral,1613,96,25,41,3,10.23
293,2026-04-24,X,data analytics,short,simple dashboard insights for data analytics #dataanalytics,1,Positive,1216,78,24,16,19,11.27
294,2026-06-11,Instagram,mobile money,short,brand awareness post for mobile money #mobilemoney,0,Neutral,1880,99,36,22,16,9.2
295,2026-07-13,LinkedIn,ecommerce,text,clear financial education for ecommerce #ecommerce,1,Positive,666,27,11,3,5,6.91
296,2026-08-27,LinkedIn,data analytics,image,product feature overview for data analytics #dataanalytics,0,Neutral,719,61,9,2,5,10.71
297,2026-01-01,X,ecommerce,text,fast mobile money growth for ecommerce #ecommerce,2,Positive,662,56,4,4,8,10.88
298,2026-08-27,X,data analytics,video,weekly market note for data analytics #dataanalytics,0,Neutral,1027,29,5,8,13,5.36
299,2026-02-17,TikTok,fintech,carousel,weekly market note for fintech #fintech,0,Neutral,1983,137,13,27,34,10.64
300,2026-04-11,X,personal finance,carousel,simple dashboard insights for personal finance #personalfinance,1,Positive,897,58,8,13,3,9.14
301,2026-02-26,LinkedIn,ecommerce,text,simple dashboard insights for ecommerce #ecommerce,1,Positive,727,69,3,2,5,10.87
302,2026-08-07,Instagram,personal finance,short,weekly market note for personal finance #personalfinance,0,Neutral,1747,145,20,33,22,12.59
303,2026-09-17,Instagram,mobile money,image,trusted customer service for mobile money #mobilemoney,1,Positive,1780,124,28,30,5,10.51
304,2026-07-03,LinkedIn,personal finance,text,brand awareness post for personal finance #personalfinance,0,Neutral,765,20,13,5,4,5.49
305,2026-01-29,LinkedIn,ecommerce,image,brand awareness post for ecommerce #ecommerce,0,Neutral,1052,67,8,3,2,7.6
306,2026-04-17,Facebook,ecommerce,video,customer feedback summary for ecommerce #ecommerce,0,Neutral,1106,90,12,9,10,10.94
307,2026-01-23,TikTok,small business,image,customer feedback summary for small business #smallbusiness,0,Neutral,1460,73,10,14,13,7.53
308,2026-08-15,Facebook,fintech,text,customer feedback summary for fintech #fintech,0,Neutral,670,21,12,6,8,7.01
309,2026-08-23,TikTok,personal finance,carousel,customer feedback summary for personal finance #personalfinance,0,Neutral,2043,173,36,27,9,11.99
310,2026-05-31,TikTok,marketing,image,brand awareness post for marketing #marketing,0,Neutral,1471,70,28,14,19,8.91
311,2026-04-16,Instagram,personal finance,text,trusted customer service for personal finance #personalfinance,1,Positive,1000,37,19,13,9,7.8
312,2026-01-26,Facebook,personal finance,text,brand awareness post for personal finance #personalfinance,0,Neutral,336,17,2,4,3,7.74
313,2026-04-30,Facebook,marketing,video,weekly market note for marketing #marketing,0,Neutral,972,28,14,10,5,5.86
314,2026-01-20,X,personal finance,carousel,customer feedback summary for personal finance #personalfinance,0,Neutral,661,52,8,6,6,10.89
315,2026-03-12,Facebook,mobile money,carousel,simple dashboard insights for mobile money #mobilemoney,1,Positive,1092,74,8,16,9,9.8
316,2026-06-21,Facebook,fintech,carousel,brand awareness post for fintech #fintech,0,Neutral,761,43,9,13,7,9.46
317,2026-06-18,Instagram,mobile money,carousel,fast mobile money growth for mobile money #mobilemoney,2,Positive,1962,169,9,42,16,12.03
318,2026-08-12,Facebook,small business,video,slow support problem for small business #smallbusiness,-2,Negative,924,47,11,24,14,10.39
319,2026-06-26,LinkedIn,mobile money,text,expensive campaign loss for mobile money #mobilemoney,-2,Negative,558,38,6,2,6,9.32
320,2026-09-09,TikTok,fintech,video,expensive campaign loss for fintech #fintech,-2,Negative,2082,80,42,15,4,6.77
321,2026-01-27,LinkedIn,marketing,video,new campaign update for marketing #marketing,0,Neutral,1394,74,28,12,15,9.25
322,2026-02-04,LinkedIn,personal finance,image,trusted customer service for personal finance #personalfinance,1,Positive,1212,93,9,11,15,10.56
323,2026-02-27,LinkedIn,mobile money,text,weekly market note for mobile money #mobilemoney,0,Neutral,719,51,10,10,2,10.15
324,2026-03-26,Facebook,small business,image,simple dashboard insights for small business #smallbusiness,1,Positive,927,44,16,3,12,8.09
325,2026-02-23,X,mobile money,carousel,brand awareness post for mobile money #mobilemoney,0,Neutral,1235,58,9,24,18,8.83
326,2026-08-16,Instagram,small business,image,trusted customer service for small business #smallbusiness,1,Positive,1355,64,9,18,8,7.31
327,2026-01-09,X,mobile money,image,slow support problem for mobile money #mobilemoney,-2,Negative,703,42,4,7,6,8.39
328,2026-05-13,Instagram,ecommerce,image,product feature overview for ecommerce #ecommerce,0,Neutral,1002,43,7,17,16,8.28
329,2026-01-30,LinkedIn,small business,short,clear financial education for small business #smallbusiness,1,Positive,1341,101,16,21,21,11.86
330,2026-01-20,TikTok,marketing,short,customer feedback summary for marketing #marketing,0,Neutral,2203,82,25,16,35,7.17
331,2026-04-07,Instagram,data analytics,video,product feature overview for data analytics #dataanalytics,0,Neutral,1860,54,11,38,15,6.34
332,2026-07-20,Facebook,ecommerce,image,simple dashboard insights for ecommerce #ecommerce,1,Positive,898,44,19,5,14,9.13
333,2026-09-07,Facebook,personal finance,carousel,smart data analytics for personal finance #personalfinance,1,Positive,1338,50,14,10,12,6.43
334,2026-07-05,Facebook,small business,text,simple dashboard insights for small business #smallbusiness,1,Positive,1033,55,11,3,3,6.97
335,2026-05-19,TikTok,ecommerce,carousel,fast mobile money growth for ecommerce #ecommerce,2,Positive,2154,135,24,33,26,10.12
336,2026-01-24,LinkedIn,personal finance,short,trusted customer service for personal finance #personalfinance,1,Positive,1378,60,33,18,6,8.49
337,2026-04-29,LinkedIn,data analytics,text,clear financial education for data analytics #dataanalytics,1,Positive,509,48,2,1,5,11.0
338,2026-05-26,TikTok,small business,video,customer feedback summary for small business #smallbusiness,0,Neutral,2349,184,30,45,24,12.05
339,2026-08-15,Facebook,fintech,short,clear financial education for fintech #fintech,1,Positive,1207,67,15,29,7,9.78
340,2026-06-30,TikTok,fintech,image,smart data analytics for fintech #fintech,1,Positive,1743,162,20,25,19,12.97
341,2026-02-06,X,small business,carousel,weekly market note for small business #smallbusiness,0,Neutral,634,47,5,9,2,9.94
342,2026-01-03,TikTok,data analytics,image,weak engagement result for data analytics #dataanalytics,-1,Negative,1175,65,17,23,13,10.04
343,2026-02-09,LinkedIn,data analytics,image,trusted customer service for data analytics #dataanalytics,1,Positive,1153,50,16,12,16,8.15
344,2026-01-01,TikTok,small business,text,trusted customer service for small business #smallbusiness,1,Positive,1423,55,27,13,13,7.59
345,2026-05-28,LinkedIn,small business,short,clear financial education for small business #smallbusiness,1,Positive,1670,100,24,43,23,11.38
346,2026-08-12,Facebook,mobile money,video,risky payment delay for mobile money #mobilemoney,-1,Negative,1059,40,11,30,11,8.69
347,2026-01-17,Facebook,fintech,image,smart data analytics for fintech #fintech,1,Positive,1232,43,15,10,20,7.14
348,2026-04-05,X,mobile money,image,confusing user journey for mobile money #mobilemoney,-1,Negative,429,15,3,7,1,6.06
349,2026-04-11,Instagram,mobile money,text,clear financial education for mobile money #mobilemoney,1,Positive,1346,115,14,4,6,10.33
350,2026-07-05,TikTok,personal finance,short,weekly market note for personal finance #personalfinance,0,Neutral,2156,139,25,32,21,10.06
351,2026-01-10,TikTok,ecommerce,text,smart data analytics for ecommerce #ecommerce,1,Positive,1550,127,14,18,26,11.94
352,2026-06-14,Instagram,ecommerce,video,customer feedback summary for ecommerce #ecommerce,0,Neutral,1940,50,34,38,15,7.06
353,2026-05-09,TikTok,ecommerce,carousel,weekly market note for ecommerce #ecommerce,0,Neutral,2005,138,41,25,21,11.22
354,2026-06-01,LinkedIn,mobile money,short,new campaign update for mobile money #mobilemoney,0,Neutral,1102,98,6,18,11,12.07
355,2026-05-09,X,ecommerce,carousel,simple dashboard insights for ecommerce #ecommerce,1,Positive,999,29,5,9,7,5.01
